	영화리뷰	label
3529	엄청 오래전의 이야기라기 보단 생각보다 가까운 과거의 이야기라고 느끼게 되네요.마블 영화 안에서 감수성을 건드리는 요소가 꽤 많이 들어간 것 같습니다. 영화볼 때 감정이입이 더 잘 됐던 것 같아요.마블팬이라면 무조건 좋아할 영화!!오랜만에 시원시원하게 봤던 것 같습니다.그리고 반가운 얼굴들이 꽤 있어서 더 흥미롭게 봤던 것 같네요 잘봤습니다!	1
3530	MCU, 마블 시네마틱 유니버스 - 의 귀환 - 왕의 귀환, 굿바이 블랙 위도우 - See you Again	1
3531	스칼렛 누님과의 의리로 봤는데 동생얼굴만 들어오더라.평점이 대체적으로 높아서 기대했는데 너무 큰기대하면 나처럼 실망이크다.다시 감상평 들어가서 쭉 내려보니 아래로 내릴수록 평점이 낮아지네?? 6점 4점 ....첨에 마블영화라고 너무 연관지어서 생각했더니 실망이 크네??감상평에 쿠키영상있다고해서 기다렸는데 자막올라가는시간 반도 안나와서 더 실망이크다;;;;난 절대까지는 아니더라도 주변에 물어보면 추천은 안해줄란다.동생의 미모가 아니였음 도중에 나갔을거다.나한테 감상평은 전체적으로 동생이 살린거라고 본다.정말 간만에 보는 영화였는데 ㅠ ㅜ 에효....ㅠ별하나 주고싶지만 그래도 마블영화라니깐 예의상 두개.그럼이만... ㅠ ㅜ....아오....	0
3533	시간 순삭!!!! 엄청 집중잘됐음	1
3535	재밌어요.	1
3536	그냥지루하고 재미가없어요?	0
3538	?????	1
3540	"웬만한 마블 단독영화보다 잘만듬. 토르1,2나 아이언맨2같은 가벼운 분위기의 양산형 히어로물같은것을 기대하면 지루할 수는 있음. 블랙위도우의 ""복수""는 물론 레드룸에서 학대받았던 여성 솔져들의 연대와 자기주도권 쟁취, 가족의식 등을 다루느라 러닝타임 중 1~2분을 제외한 나머지는 시종일관 진지한 분위기임. 하지만 배우들의 타격감있는 맨몸 액션과 레이싱, 스케일 큰 사건들이 긴장감을 계속 유지하면서 마블 특유의 카타르시스와 액션 영상미를 부족함없이 뿜어냄. 중간에 뭔가 허술한 부분이 있다고 느끼는 부분이 있을텐데, 그것은 전작의 블랙위도우를 오마주한것임. 일반인이라면 불호일수 있으나 마블팬이라면 알아보고 추억할 수 있는 장치일것임. 완성도로서는 단독영화중에서는 탑이라고 자신할 수 있음. 시빌워, 인피니티워, 엔드게임 보고 한번 더 보면 시간선이 맞아들어가며 이해를 더욱 도울 것임. +밑에 쓸데없는 대사가 많다는놈은 억까인게 원래 마블영화는 전형적인 미국식 농담따먹기로 점철되어있다고해도 과언이 아님. 블랙위도우는 오히려 정보가 꽉꽉차있어서 환기를 위해 어쩔수없이 한두마디 농담 넣은느낌임. 농담이 호불호가 갈릴수는 있다고 봄. 본인도 러시아 아재가 주절거리는 신파장면은 지루해 OOO줄. 하지만 필요없는 대사가 많은것은 전혀 아님. 여성감독이라고 무지성 비난으로 어그로끄는걸 굳이 여기서하나 싶네ㅋㅋ"	1
3541	정말 나타샤를 위한 디즈니 마블의 마지막 찬사	1
3542	특정시점까지 완전 노잼..	0
3543	우리언니 이젠 못볼거같지만 사랑해..	1
3544	여태까지본 마블 영화중에 가장 재미없었음.	0
3546	오랜만에 영화관에서 마블 영화 ㅎㅎ역시 실망시키지 않네	1
3548	여전히 남아있을 우리의 나타샤	1
3550	마블은 그냥 봐 후회없어	1
3551	블랙위도우....따흑 너무 좋았다.. 마블 최고..따흑	1
3553	내가 마블덕후라 모든 설정들 하나하나 찾아보면서 영화를 즐긴다 -> 볼만한 영화 혹은 대작 // 나는 마블 영화만 본다 -> 개노잼  // 전체적인 평은 이 영화는 라스트오브어스2의 상황과 비슷함	0
3555	너무 재밌게 봤음 뻔하지않고 화려한 액션 볼 수 있었다. ㅜㅠㅠ스칼렛 이제 못 보다니	1
3556	사실 별다른 말 필요 없이 재미있음	1
3557	철학과 감동이있는 sf액션 가족?영화	1
3559	마블이 마블했다 :)20개월만에 본 영화!	1
3561	성인지감수성이필요함	0
3562	이건 꼭 봐야함. 마블 팬이라면.아주 마~~지막에 쿠키있음.	1
3563	마블을 여기까지 그냥 딱 양산형 마블 영화	0
3564	나타샤가 마지막이라니....ㅠ	1
3565	역시 마블 영상 연출만 봐도 영화표값은 안아깝네요	1
3567	아이구... 보다가 졸았습니다 마블영화중 지루합니다	0
3568	이게무슨 9점?ㅋㅋㅋ 살다살다 이리 핵노잼은 처음봄	0
3569	최고의 여성 주인공 맨몸 액션	1
3570	역시 마블. 역시는 역시	1
3571	나타샤 이제 못본다니 마음이 먹먹하네요 역시 믿고 보는 마블	1
3572	아... 블랙 위도우가 블랙 위도우했네요. 페이스오프 ㄷㄷㄷ.	1
3575	2시간이 순식간에 휙~ 기다린 보람이 있었네.	1
3576	역시 믿고보는 마블... 재밌었습니다	1
3577	나타샤가 왜 감정선이 그렇게 풍부한지를 보여줬던 영화	1
3579	굿바이 나타샤 웰컴 옐레나	1
3580	오래전부터 기다려왔는데 역시 스칼렛요한슨 최고!! 동생역할의 플로렌스 퓨도 코믹한 연기 최고였음.	1
3581	너어어어무 재밌음 음향도 오프닝도 미쳤음 걍;	1
3582	역시나 기대를 져버리지 않는구먼	1
3583	정말 최고의 영화 입니다!정말 재밌고 몇년만에 마블 영화라 너무 기대됬는데 역시 최고 입니다^^~마블 팬 으로서  정말 감동적이고 멋진 영화 입니다^^	1
3586	잘 마무리된 것 같다. 이후가 궁금해진다.	1
3588	기다리고 기다리던 나타샤.	1
3589	여성 히어로 단독 영화라는 선입견을 가진 나 자신이 부끄러울 정도로 대단히 재밌게 봤음.다보자마자 감독이 누군지 찾아봤음.액션 좋고 영상미 좋고 연기 좋고 암튼 2년만에 본 마블 영화인데 감동 갬동 갬동근데 스토리 전개는 조금 개연성이 부족해 보이긴 했음. 여튼 최고	1
3590	역시 갓 마 블 연기와 영상미 액션이 너무좋았다	1
3592	수고했다. 스칼렛 요한슨!	1
3593	마블이라는 이름으로 끼워팔아 거저 먹는듯한 느낌, 스칼렛요한슨의 연기는 전작들의 이미지에서 별다른 거 없이 그대로 이어간다..시간이 지나면  잊혀질 마블의 또다른 범작	0
3594	오랜만애 느껴본 감성이 좋았어요.	1
3595	아…진짜 이제 이영화보면 다른거어떻게보나…	1
3596	너무 재밌었음마블영화 입덕하는 영화가 되었음	1
3598	수고했어요 블랙위도우	1
3600	너무나도 기다린 마블영화 얼른 코로나 끝나서 자주나오길ㅠㅠ 너무 재밌게 잘봤습니당	1
3601	아... 정말 지루할틈없이 휘몰아치는 액션과완벽한 앤딩.어떤 솔로무비가 이보다 더 완벽할수있을지.감동이었습니다.	1
3602	굿바이 나타샤,, 정말 행복했습니다 고생 많았어요 요한슨 누님	1
3605	너무 좋네요..진ㅉㅏ 영화 평점 잘 안남기는데 ㅎㅎ	1
3606	너무 재밌게 관람했습니다. 특히 오프닝 시퀀스 너무 잘 뽑혀서 시작부터 소름이 돋았어요. 완벽 그 자체!!	1
3607	개재밌음 꼭보셈 올해본영화중에 제일재밌었음~	1
3608	잘 만든 영화입니다. 왜 블랙위도우의 스토리를 담은 영화를 이제야 내준 건지는 아직도 의문이지만… 코로나 이후 너무나도 오랜만의 영화관 방문이라 더욱 영화에 대한 기대가 컸는데 참 만족스러웠네요.	1
3609	대한민국 국민 모두가 봐야한다.. 단순 액션 영웅 영화가 아니다 .. 마블의 세계관은 정말 많은 것을 느끼게 해준다..공산주의의 세뇌와 철저하게 조종하는 선전 선동이 얼마나 무서울 수 있는지 간접적으로 보여주는 미친 연출력…	1
3611	짱이에요완전최고체고	1
3613	너무 감동이고 오랜만에 영화 좋았어요	1
3614	마블 영화중 제일 졸려요	0
3616	원작과 각종 미디어 매체에서 묘사된 태스크마스터를 기대하는 사람들에게는 추천하지 않는다.	0
3617	우리 나타샤 진짜 개고생만 하다가 소울스톤월드로 간거구나ㅠㅠㅠㅠ 히어로중에서 제일 희생적 헌신적이고 동료들을 가족처럼 사랑한 나타샤... 이게 블위의 마지막 마블영화겠지만 잊지 않을거예요. 여성의, 여성에 의한, 여성을 위한 여성서사 페미니즘영화예요. 정말 추천해요.	1
3618	이런 퀄리티 영화볼수있어 그저감탄 마블..믿고본다진짜 두시간?가는지도몰랐다 진짜 영화개좋음 두탕뛸까생각중	1
3620	진짜 재밌음 간만에 진짜 재밌는 영화 봤다.	1
3621	마블이 아니면 7점은 줄 수있겠지만,DC였나 싶은 영화부다페스트 떡밥회수는 두줄요약 같이 지나가고여성팬을 위한 그리고 떠나는 블랙위도우를 위한 팬서비스 영화랄까	0
3622	오프닝 시퀸스 대박..	1
3626	오프닝 bgm에 취하고 스케일에 또 취한다 한번 더 봐야겠다 최고다 이번 블랙위도우 다크미가 꼭 d.c 야 그래서 재밌게 봄 ㅠㅠ영화 끝나고 마지막 bgm도 최고야..하 넘 좋아	1
3627	이번에도 실망시키지 않았군 존쟁ㅅ	1
3628	진짜 블랙 위도우 더 보고 싶은데 ㅠㅠㅜ 후속작이라도 나와줬으면 좋겠어요...	1
3629	블위 안본 사람이랑 겸상 안함	1
3630	나타샤 너무 좋았다 진짜	1
3631	역시 마블.... 믿고본다 진짜ㅜㅜ	1
3632	로마노프는 언제나 가족이 있었다.	1
3633	나타샤를 다시 볼 수 있는 것만으로도....!	1
3636	마블 역사상 최고의 작품	1
3637	대존잼대존재꼭보세요	1
3638	블랙위도우를 떠나보낼 수 있는 영화	1
3639	재미있게 잘 봤습니다.	1
3640	믿고보는 마블	1
3641	??????????????????	1
3643	시간 순삭! 오랜만의 마블영화 재밌게 봣어요. 역시 한순언니	1
3644	이게 대체 몇년만에 나오는 마블 영화냐ㅠㅠ재미있게 봤습니다!	1
3645	남자라고는 내 인생을 망친 극악의 빌런, 못난 아빠, 다 퍼다주는데 친구로 남는 호구만 있는 세계관이 한숨나오지만, 예상보다 괜찮은 긴장감과 액션으로 1기 블랙 위도우의 마지막을 잘 보내주는 영화가 된 것 같다.	1
3646	세 여배우의 아우라가 대단	1
3647	블뤸위도우아오이야우	1
3650	어벤져스 좋아하는사람들은 당연 좋아할이야기	1
3652	졸면서 봄… 서사가 너무 길고 지루함.특별한 기술이 없는 히어로여서 그런지액션씬도 너무 심심..	0
3654	이게 재밋다고? 자신에게 솔직해지자	0
3656	박스오피스 1위 치곤 별로…	0
3657	재미없다는 사람은 마블 안 보는 사람임 눈을 뗄 수가 없었음.. 무조건 보세요 보면서 울었음 쿠키 영상 있으니 보고 나가세요	1
3658	와 진짜 역대급으로 재밌었어요	1
3659	어벤져스 히어로 독립무비 중 역대급.	1
3661	분명 나타샤 영화인데, 옐레나의 매력발산영화였다	1
3662	재밌네요 볼만한것같다	1
3663	부다페스트에서 무슨일이 있었는지 나올줄 알았는데 하나도 없고 위도우 과거도 초반에 깔짝 나오고 후반에 보스 허무하게 죽고 빌런으로 느껴지는거 보스아저씨 하나였는데 그냥 배불띠 아저씨고 레드룸 요원들도 딱히 하나도 강하지도 않고 걔들 10명보다 예전 세뇌된 윈터솔져하나가 더카리스마있고 강한거 같고 그래 윈터솔저 하나가 블랙위도우 이기던데 여기서 블랙위도우가 혼자서 레드룸 요원 열명 넘게 싸워서 쉽게 안지더라. 엄선된 5프로의 요원인데 히어로의 성장 요소도 카리스마있는 빌런도 가족얘기 있는데 딱히 감동도 없었음 기다리고 기대한 만큼 실망이 큽니다.	0
3666	대박입니다!! 꼭 보셔유	1
3668	너무 좋아 최애로 정하긴 했지만 다신 MCU에선 볼 수 없는 최애... 스칼렛 언니 수고했어요 ㅠㅠ	1
3669	최고의 오프닝 마블팬이 아님에도 소름이 돋아요. 나타샤 살려내.	1
3670	너무나 잘보고갑니다. 앞으로 못볼생각에 마음이 아픕니다.	1
3672	알바들한테 낚이지 마세요	0
3673	나타샤의 행복한 모습을 볼 수 있어 좋았다	1
3674	일반인들 기준으로 말씀드리면 OO노잼입니다...평점 다 알바고 믿지마세요 여주 연기력말곤 볼게없는 영화	0
3675	와 진짜 액션 영화 좋아하는 분 추천해요.	1
3676	진작 나오고 속편까지 봤어야할 블위 ㅜㅠ 존잼 ㅜㅠ	1
3678	이제는 추억으로 묻어둘 나타샤의 마지막 이야기...	1
3679	굿 잡영화관에서 꼭 보세요!	1
3682	역시 마블 !!!!블랙 위도우 액션!!!꼭 강추합니다!!!	1
3683	블랙위도우가 현실도피적 삶을 살았던 이유를 알게 해주는 영화	1
3684	역시 마블!! 한시도 눈을 뗄수 없는 영화네요!!앞으로 후속작에서 블랙 위도우를 볼수 없다는게 너무 슬프네요ㅠ 액션에 눈을 뗄수 없엇고 또 한편으로는 뭉클했네요~ 좀 더 좋은 스크린에서 또 봐야 겟어요~ 강추강추!!	1
3685	감수성이 풍부한 나는 그냥 움. 그리고 너무 재밌었음 ㅜㅜ	1
3687	스칼렛요한슨의  마블 종지부를 볼수있었던것만으로도 갚어치는 충분하다. 스토리가 있어서 더 잼~	1
3688	영화를 보고 나오자마자 다시 보고 싶어지는 영화. 진작에 이런 게 나왔으면 얼마나 좋았을까 하는 마음과 지금이라도 이런 걸 봐서 좋은 마음이 공존하는 영화. 3부작으로 나눠서 연재해야 할 스토리를 영화 한 편에 다 우겨넣은 느낌이 없지않아 있으나 그래도 무척 재밌고 즐겁게 봤다. 약물로 강화된 병사도 아니고 신도 아니고 기계 수트가 있는 것도 아니고 정말 맨몸 하나로 정의를 위해서 맞서 싸우는, 특별한 초능력을 가진 게 아닌 그냥 보통의 사람이 영웅으로 나와서 더 좋았다. 그리고 스포라 말 못하겠지만 정말 머리가 띵해지는 순간이 있었는데 그것도 너무 좋았음... 꼭 극장에서 보세요. 큰 화면으로 봐야 그 느낌이 더 잘 다가옴. 액션씬도 최고! 스칼렛 요한슨은 이걸 끝으로 더는 블랙 위도우를 연기 안 한다고 하여 아쉽고 슬프지만 그래도 그동안 수고 많으셨습니다. 멋진 영화 감사합니다.	1
3689	재미졌어용 ㅎㅎ 동생이 넘모 이쁨요 ㅋㅋ	1
3690	뭐 믿고봐야져 그냥 무조건 무조건 입니다 그리웟어요 마블 ㅠㅠ	1
3691	연기도 좋고 재밌었다 오랫만에 마블영화	1
3692	이게 페이즈3의 진정한 마무리 영화네요	1
3693	스토리전개가 점점빨라지는게 없지않아 있었다.너무 카리스마있다..	1
3694	억지 설정 + 의미없는 신파 + 매력없는 빌런 3종 세트....이제까지 본 마블영화 중 최악이었음	0
3700	냇 가지마 ㅠㅠ..마지막에 또 울었다	1
3701	역시 마블! 개꿀잼!!!	1
3702	오랜만에 보는 영화다운 영화! (크루엘라 빼고!) 너무 재밌었어요!!! 피곤해서 졸까 걱정했는데 졸 시간 1초도 없었다는게 함정	1
3704	만점영화 추천 꼭 보세요	1
3705	영상미와 배우들의 연기가 돋보였고 ost도 웅장하고 아름다웠다.	1
3706	돈 값하는 블랙위도우의 성장 휴먼 스토리 역시 마블!!!	1
3707	미국 꼴페미들이 스칼렛 요한슨의 은퇴영화를 OO으로 만들었다	0
3708	오랜만에 보는 마블의 때깔 참 좋았다..	1
